What,Farmname,Municipality,Location,Latlon,Temperature,Sitting_lice,Moving_lice,Adult_females,Year,Month,Date
Fishfarm:,,1902,11332,"(68.77705,17.286917)",12,,1,0,2006,9,1
Fishfarm:,,1902,11332,"(68.77705,17.286917)",12,,0,0,2006,10,1
Fishfarm:,,1902,11332,"(68.77705,17.286917)",12,,0,0,2006,10,1
Fishfarm:,,1902,11332,"(68.77705,17.286917)",8,,0,1,2006,11,1
Fishfarm:,,1902,11332,"(68.77705,17.286917)",6,,0,1,2006,12,1
Fishfarm:,,1902,11332,"(68.77705,17.286917)",5,,0,1,2007,1,1
Fishfarm:,,1902,11332,"(68.77705,17.286917)",3,,1,1,2007,2,1
Fishfarm:,,1902,11332,"(68.77705,17.286917)",3.5,,0,0,2007,3,1
Fishfarm:,,1902,11332,"(68.77705,17.286917)",4,,0,0,2007,4,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",3.1,,0,0,2005,2,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",3.1,,0,0,2005,2,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",3.4,,0,0,2005,3,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",3.4,,0,0,2005,3,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",3,,0,0,2005,4,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",4.3,,0.1,0,2005,5,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",4.3,,0.1,0,2005,5,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",6.2,,0.1,0.1,2005,6,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",6.2,,0.1,0.1,2005,6,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",8.7,,0.1,0.1,2005,7,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",8.7,,0.1,0.1,2005,7,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",12.1,,0.3,0.2,2005,8,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",12.1,,0.3,0.2,2005,8,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",12.4,,0.4,0.2,2005,9,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",12.4,,0.4,0.2,2005,9,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",10.3,,0.4,0.2,2005,10,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",10.3,,0.4,0.2,2005,10,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",9,,0.4,0.2,2005,11,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",9,,0.4,0.2,2005,11,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",7.5,,0.3,0.2,2005,12,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",7.5,,0.3,0.2,2005,12,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",5.8,,0.2,0.2,2006,1,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",5.8,,0.2,0.2,2006,1,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",5.2,,0.2,0.1,2006,2,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",5.2,,0.2,0.1,2006,2,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",3.6,,0,0,2006,3,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",3.6,,0,0,2006,3,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",3.2,,0,0,2006,4,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",4.5,,0.2,0.1,2006,5,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",6.4,,0.2,0.2,2006,6,1
Fishfarm:,,1902,11330,"(68.72655,17.343483)",8.4,,0,0,2006,7,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4.7,,0,0,2005,2,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4.7,,0,0,2005,2,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4.7,,0,0,2005,2,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4,,0,0,2005,3,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4,,0,0,2005,3,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4,,0,0,2005,3,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",3.6,,0,0,2005,4,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",3.6,,0,0,2005,4,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",3.6,,0,0,2005,4,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",3.6,,0,0,2005,4,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4.7,,0,0,2005,5,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4.7,,0,0,2005,5,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4.7,,0,0,2005,5,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4.7,,0,0,2005,5,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",6,,0,0,2005,6,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",6,,0,0,2005,6,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",6,,0,0,2005,6,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",6,,0,0,2005,6,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.5,,0,0,2005,7,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.5,,0,0,2005,7,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.5,,0,0,2005,7,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.5,,0,0,2005,7,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",11.7,,0,0,2005,8,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",11.7,,0,0,2005,8,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",11.7,,0,0,2005,8,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",11.7,,0,0,2005,8,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",11.6,,0,0,2005,9,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",11.6,,0,0,2005,9,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",11.6,,0,0,2005,9,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",11.6,,0,0,2005,9,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",10.4,,0,0,2005,10,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",10.4,,0,0,2005,10,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",10.4,,0,0,2005,10,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",10.4,,0,0,2005,10,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.8,,0.2,0,2005,11,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.8,,0.2,0,2005,11,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.8,,0.2,0,2005,11,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.8,,0.2,0,2005,11,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",7.6,,0.25,0,2005,12,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",5.9,,0.1,0,2006,1,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",5.6,,0,0,2006,2,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",3.4,,0,0,2006,4,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4.6,,0,0,2006,5,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",7.1,,0,0,2006,6,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8,,0.2,0,2006,7,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",9.8,,0.5,0,2006,8,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",12,,0.4,0,2006,9,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",10.8,,0.35,0.05,2006,10,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.8,,0.3,0.4,2006,11,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",6.7,,0.2,0.1,2006,12,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",6.2,,0,0.1,2007,1,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4.7,,0,0.14,2007,2,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",3.8,,0,0,2007,3,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",3.9,,0,0,2007,4,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4.7,,0,0,2007,5,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",6.4,,0.1,0.05,2007,6,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",10.8,,0,0,2007,7,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",13.1,,0,0,2007,8,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",12.8,,0.3,0,2007,9,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",6.1,,0,0,2008,6,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",9.7,,0,0,2008,7,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",12.4,,0.1,0,2008,8,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",12.3,,0.3,0,2008,9,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",10.1,,0,0,2008,10,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.5,,0,0,2008,11,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",7.3,,0,0,2008,12,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",6.3,,0,0,2009,1,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4.5,,0,0,2009,2,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",3.9,,0,0,2009,3,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",3.7,,0,0,2009,4,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4.4,,0,0,2009,5,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",7,,0,0,2009,6,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",9.5,,0,0,2009,7,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",13.1,,0,0,2009,8,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",14.3,,0.07,0.05,2009,9,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",11.1,,0,0,2009,10,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.9,,0,0,2009,11,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",7.5,,0,0,2009,12,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",6.5,,0,0,2010,1,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4.6,,0,0,2010,5,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",6.8,,0,0,2010,6,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",0,,0,0,2010,7,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.6,,0,0,2010,7,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",0,,0,0,2010,8,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",10.1,,0,0,2010,8,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",11.3,,0,0,2010,9,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",10,,0,0,2010,10,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.8,,0.12,0,2010,11,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",7.2,,0.3,0,2010,12,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",5.6,,0,0,2011,1,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",4,,0,0,2011,2,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",3,,0,0,2011,3,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",3,,0,0,2011,4,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",3.3,,0,0,2011,5,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",5.8,,0,0,2011,6,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.6,,0,0,2011,7,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",11.9,,0,0,2011,8,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",12.5,,0,0,2011,9,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",11,,0.2,0,2011,10,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.9,,0.2,0.05,2011,11,1
Fishfarm:,,1913,11363,"(68.7276,16.910467)",8.1,,0.25,0.03,2011,12,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",3.1,,0,0,2005,2,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",3.2,,0,0,2005,3,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",8.86,,0,0,2006,10,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",7.5,,0.1,0,2006,11,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",6.09,,0,0,2006,12,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",4.9,,0.01,0,2007,1,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",4.15,,0,0,2007,2,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",,,,,2007,3,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",,,,,2007,4,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",4.39,,0,0,2007,5,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",4.69,,0,0,2007,6,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",6.57,,0,0,2007,7,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",9.09,,0.05,0,2007,8,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",9.25,,0.05,0,2007,9,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",8.71,,0.15,0,2007,10,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",8.11,,0,0,2007,11,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",6.75,,0,0,2007,12,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",5.63,,0,0,2008,1,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",5.04,,0,0,2008,2,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",,,,,2008,3,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",,,,,2008,4,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",2.28,,0,,2008,5,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",3.97,,0,0,2008,6,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",5.8,,0,0,2008,7,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",7.56,,0,0,2008,8,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",8.04,,0,0,2008,9,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",7.79,,0,0,2008,10,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",6.85,,0,0,2008,11,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",6.11,,0,0,2008,12,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",5.22,,0,0,2009,1,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",4.17,,0,0,2009,2,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",,,,,2009,3,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",,,,,2009,4,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",,,,,2009,5,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",5.72,,0,0,2010,7,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",7.53,,0,0,2010,8,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",8.4,,0,0,2010,9,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",7.94,,0,0,2010,10,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",7.26,,0,0,2010,11,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",5.8,,0,0,2010,12,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",4.08,,0,0,2011,1,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",,,,,2011,2,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",,,,,2011,3,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",7.76,,0,0,2011,10,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",7.76,,0,0,2011,11,1
Fishfarm:,,2019,15461,"(70.87123,25.446318)",6.5,,0,0,2011,12,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",9.27,,0,0,2007,9,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",8.85,,0,0,2007,10,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",8.14,,0,0,2007,11,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",6.74,,0,0,2007,12,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",5.64,,0,0,2008,1,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",4.85,,0,0,2008,2,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2008,3,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2008,4,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2008,5,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",3.51,,0,0,2008,6,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",5.63,,0,0,2008,7,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",7.66,,0,0,2008,8,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",8.18,,0,0,2008,9,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",7.76,,0.05,0,2008,10,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",6.97,,0,0,2008,11,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",5.96,,0,0,2008,12,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",5.19,,0,0,2009,1,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",4.16,,0,0,2009,2,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2009,3,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2009,4,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2009,5,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",4.18,,0,0,2009,6,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",5.93,,0,0,2009,7,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",7.64,,0,0,2009,8,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",8.87,,0.05,0,2009,9,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",8.5,,0,0.05,2009,10,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",7.65,,0,0,2009,11,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",6.85,,0,0,2009,12,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",5.69,,0,0,2010,1,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2010,2,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2010,3,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2010,4,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2010,5,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",5.34,,0,0,2010,6,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",6.11,,0,0,2010,7,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",7.86,,0,0,2010,8,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",8.43,,0,0,2010,9,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",8.02,,0,0,2010,10,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",7.16,,0,0,2010,11,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",5.77,,0,0,2010,12,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",4.1,,0,0,2011,1,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2011,2,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2011,3,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2011,4,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",,,,,2011,5,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",4.45,,0,0,2011,6,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",6.07,,0,0,2011,7,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",7.57,,0,0,2011,8,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",8.74,,0,0,2011,9,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",8.55,,0,0,2011,10,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",7.83,,0.06,0,2011,11,1
Fishfarm:,,2019,15460,"(70.89355,25.55705)",6.65,,0.06,0,2011,12,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",5.7,,0,0,2005,2,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",4.8,,0.1,0,2005,3,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",4.74,,0,0,2005,4,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",4.74,,0,0,2005,4,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",5.16,,0,0,2005,5,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",5.16,,0,0,2005,5,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",7.22,,0,0,2005,6,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",7.22,,0,0,2005,6,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",9.5,,0,0,2005,7,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",9.5,,0,0,2005,7,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",13.83,,0,0,2005,8,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",13.83,,0,0,2005,8,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",12.17,,0,0,2005,9,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",12.17,,0,0,2005,9,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",9.69,,0,0,2005,10,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",9.69,,0,0,2005,10,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",8.91,,0,0,2005,11,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",8.91,,0,0,2005,11,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",7.46,,0,0,2005,12,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",7.46,,0,0,2005,12,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",6.72,,0,0,2006,1,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",6.72,,0,0,2006,1,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",6.38,,0,0,2006,2,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",6.38,,0,0,2006,2,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",4.66,,0,0,2006,3,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",4.66,,0,0,2006,3,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",4.15,,0,0,2006,4,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",4.15,,0,0,2006,4,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",5.2,,0,0,2006,5,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",7.14,,0,0,2006,6,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",11.46,,0,0,2006,7,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",12.54,,0,0,2006,8,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",13.29,,0,0,2006,9,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",11.1,,0,0,2006,10,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",8.3,,0,0,2006,11,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",8.3,,0,0,2006,11,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",8.6,,0,0,2006,12,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",7.27,,0,0,2007,1,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",8.6,,0.1,0.05,2007,1,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",8.6,,0,0,2007,2,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",7.85,,0,0,2007,2,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",7.85,,0,0,2007,3,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",7.85,,0,0,2007,3,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",5.4,,0,0,2007,4,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",5.4,,0,0,2007,4,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",5.4,,0,0,2007,5,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",10,,0,0,2007,6,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",12,,0,0,2007,7,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",5.4,,0,0,2007,7,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",5.4,,0,0,2007,8,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",5.4,,0,0,2007,8,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",12,,0,0,2007,9,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",10.4,,2,0,2007,9,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",9.45,,0,0,2007,10,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",8.73,,0,0,2007,11,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",6.72,,0,0,2007,12,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",7.16,,0,0,2008,1,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",6.17,,0,0,2008,2,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",5.35,,0,0,2008,3,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",5.25,,0,0,2008,4,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",5.35,,0,0,2008,5,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",7.32,,0,0,2008,6,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",10.69,,0,0,2008,7,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",11.7,,0,0,2008,8,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",11.7,,0,0,2009,4,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",11.7,,0,0,2009,5,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",7.82,,0,0,2009,6,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",11.7,,0,0,2009,7,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",11.7,,0,0,2009,8,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",11.07,,0,0,2009,9,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",10.22,,0,0,2009,10,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",9.05,,0,0,2009,11,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",4.34,,0,0,2011,5,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",6.35,,0,0,2011,6,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",9.33,,0,0,2011,7,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",12.92,,0,0,2011,8,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",13.48,,0,0,2011,9,1
Fishfarm:,,1840,15455,"(67.17802,15.409383)",9.96,,0,0,2011,10,1
