"","yrs","knr2017","kname","county","totalarea","landarea","seaarea","protein_new","momb_mean","lice_stats","sustainability"
"863",2005,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,0.281360117720781,NA,NA,0.281360117720781
"864",2006,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,0.233567816341648,NA,NA,0.233567816341648
"865",2007,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,0.217088528509667,NA,NA,0.217088528509667
"866",2008,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,0.281951115554066,0.886666666666667,NA,0.499996655780088
"867",2009,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,0.294918604579081,0.83,NA,0.494754931052372
"868",2010,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,0.274878720051086,0.83,NA,0.477649806492582
"869",2011,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,0.252516091413825,0.776666666666667,NA,0.442855316100045
"870",2012,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,0.248247626885536,0.807142857142857,0.855555555555556,0.555513447310096
"871",2013,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,0.263445359010375,0.83,0.967948717948718,0.595946121737989
"872",2014,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,0.235286238831882,0.83,0.913958916900093,0.563032889290456
"873",2015,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,NA,0.864,1,0.92951600308978
"874",2016,1868,"Oksnes","Nordland",1815.18,319.5,1495.68,NA,0.776666666666667,0.985897435897436,0.875050670083553
"875",1994,1870,"Sortland","Nordland",1093.04,721.91,371.13,NA,NA,NA,NA
"876",1995,1870,"Sortland","Nordland",1093.04,721.91,371.13,NA,NA,NA,NA
"877",1996,1870,"Sortland","Nordland",1093.04,721.91,371.13,NA,NA,NA,NA
"878",1997,1870,"Sortland","Nordland",1093.04,721.91,371.13,NA,NA,NA,NA
"879",1998,1870,"Sortland","Nordland",1093.04,721.91,371.13,NA,NA,NA,NA
"880",1999,1870,"Sortland","Nordland",1093.04,721.91,371.13,NA,NA,NA,NA
"881",2000,1870,"Sortland","Nordland",1093.04,721.91,371.13,NA,NA,NA,NA
"882",2001,1870,"Sortland","Nordland",1093.04,721.91,371.13,NA,NA,NA,NA
"883",2002,1870,"Sortland","Nordland",1093.04,721.91,371.13,NA,NA,NA,NA
"884",2003,1870,"Sortland","Nordland",1093.04,721.91,371.13,NA,NA,NA,NA
"885",2004,1870,"Sortland","Nordland",1093.04,721.91,371.13,NA,NA,NA,NA
"886",2005,1870,"Sortland","Nordland",1093.04,721.91,371.13,0.242403321792315,NA,NA,0.242403321792315
"887",2006,1870,"Sortland","Nordland",1093.04,721.91,371.13,0.280977537718457,NA,NA,0.280977537718457
"888",2007,1870,"Sortland","Nordland",1093.04,721.91,371.13,0.290856397382711,NA,NA,0.290856397382711
"889",2008,1870,"Sortland","Nordland",1093.04,721.91,371.13,0.333570806442027,NA,NA,0.333570806442027
"890",2009,1870,"Sortland","Nordland",1093.04,721.91,371.13,0.270697766046226,0.33,NA,0.298881686951968
"891",2010,1870,"Sortland","Nordland",1093.04,721.91,371.13,0.366314868537373,0.66,NA,0.49169890505742
"892",2011,1870,"Sortland","Nordland",1093.04,721.91,371.13,0.276906740707696,0.73,NA,0.449601958088061
"893",2012,1870,"Sortland","Nordland",1093.04,721.91,371.13,0.285468729847164,1,0.926767676767677,0.641962717812377
"894",2013,1870,"Sortland","Nordland",1093.04,721.91,371.13,0.295025178752375,0.5775,0.984042553191489,0.551410438515808
"895",2014,1870,"Sortland","Nordland",1093.04,721.91,371.13,0.322751129491843,0.943333333333333,0.94775641025641,0.660809930288027
"896",2015,1870,"Sortland","Nordland",1093.04,721.91,371.13,NA,0.83,0.913461538461539,0.870731346009248
"897",2016,1870,"Sortland","Nordland",1093.04,721.91,371.13,NA,0.83,0.977430555555556,0.900703814309183
"898",1994,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"899",1995,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"900",1996,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"901",1997,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"902",1998,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"903",1999,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"904",2000,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"905",2001,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"906",2002,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"907",2003,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"908",2004,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"909",2005,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"910",2006,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"911",2007,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"912",2008,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"913",2009,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"914",2010,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"915",2011,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"916",2012,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"917",2013,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"918",2014,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"919",2015,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"920",2016,1871,"Andoy","Nordland",2793.08,656.12,2136.96,NA,NA,NA,NA
"921",1994,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"922",1995,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"923",1996,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"924",1997,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"925",1998,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"926",1999,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"927",2000,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"928",2001,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"929",2002,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"930",2003,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"931",2004,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"932",2005,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"933",2006,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"934",2007,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"935",2008,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"936",2009,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"937",2010,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"938",2011,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"939",2012,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"940",2013,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"941",2014,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,0.323642018747593,NA,1,0.568895437446631
"942",2015,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,1,1
"943",2016,1874,"Moskenes","Nordland",1592.45,118.61,1473.84,NA,NA,NA,NA
"944",1994,1902,"Tromso","Troms",5287.93,2520.6,2767.33,NA,NA,NA,NA
"945",1995,1902,"Tromso","Troms",5287.93,2520.6,2767.33,NA,NA,NA,NA
"946",1996,1902,"Tromso","Troms",5287.93,2520.6,2767.33,NA,NA,NA,NA
"947",1997,1902,"Tromso","Troms",5287.93,2520.6,2767.33,NA,NA,NA,NA
"948",1998,1902,"Tromso","Troms",5287.93,2520.6,2767.33,NA,NA,NA,NA
"949",1999,1902,"Tromso","Troms",5287.93,2520.6,2767.33,NA,NA,NA,NA
"950",2000,1902,"Tromso","Troms",5287.93,2520.6,2767.33,NA,NA,NA,NA
"951",2001,1902,"Tromso","Troms",5287.93,2520.6,2767.33,NA,NA,NA,NA
"952",2002,1902,"Tromso","Troms",5287.93,2520.6,2767.33,NA,NA,NA,NA
"953",2003,1902,"Tromso","Troms",5287.93,2520.6,2767.33,NA,NA,NA,NA
"954",2004,1902,"Tromso","Troms",5287.93,2520.6,2767.33,NA,NA,NA,NA
"955",2005,1902,"Tromso","Troms",5287.93,2520.6,2767.33,0.271492967129001,NA,NA,0.271492967129001
"956",2006,1902,"Tromso","Troms",5287.93,2520.6,2767.33,0.253281329362744,NA,NA,0.253281329362744
"957",2007,1902,"Tromso","Troms",5287.93,2520.6,2767.33,0.304254191455697,NA,NA,0.304254191455697
"958",2008,1902,"Tromso","Troms",5287.93,2520.6,2767.33,0.32447014661703,1,NA,0.569622810829263
"959",2009,1902,"Tromso","Troms",5287.93,2520.6,2767.33,0.291127837523368,0.915,NA,0.516122050811513
"960",2010,1902,"Tromso","Troms",5287.93,2520.6,2767.33,0.286852023981401,0.773333333333333,NA,0.470990691923895
"961",2011,1902,"Tromso","Troms",5287.93,2520.6,2767.33,0.29595799621161,1,NA,0.544020216730601
"962",2012,1902,"Tromso","Troms",5287.93,2520.6,2767.33,0.326487896383992,NA,0.981111111111111,0.565968994544426
"963",2013,1902,"Tromso","Troms",5287.93,2520.6,2767.33,0.277396322512381,1,0.993589743589744,0.650782600532145
"964",2014,1902,"Tromso","Troms",5287.93,2520.6,2767.33,0.345662609295019,1,1,0.701806632086649
"965",2015,1902,"Tromso","Troms",5287.93,2520.6,2767.33,NA,0.932,1,0.965401470891774
"966",2016,1902,"Tromso","Troms",5287.93,2520.6,2767.33,NA,0.886666666666667,1,0.941629792788369
"967",1994,1903,"Harstad","Troms",1520.39,445.14,1075.25,NA,NA,NA,NA
"968",1995,1903,"Harstad","Troms",1520.39,445.14,1075.25,NA,NA,NA,NA
"969",1996,1903,"Harstad","Troms",1520.39,445.14,1075.25,NA,NA,NA,NA
"970",1997,1903,"Harstad","Troms",1520.39,445.14,1075.25,NA,NA,NA,NA
"971",1998,1903,"Harstad","Troms",1520.39,445.14,1075.25,NA,NA,NA,NA
"972",1999,1903,"Harstad","Troms",1520.39,445.14,1075.25,NA,NA,NA,NA
"973",2000,1903,"Harstad","Troms",1520.39,445.14,1075.25,NA,NA,NA,NA
"974",2001,1903,"Harstad","Troms",1520.39,445.14,1075.25,NA,NA,NA,NA
"975",2002,1903,"Harstad","Troms",1520.39,445.14,1075.25,NA,NA,NA,NA
"976",2003,1903,"Harstad","Troms",1520.39,445.14,1075.25,NA,NA,NA,NA
"977",2004,1903,"Harstad","Troms",1520.39,445.14,1075.25,NA,NA,NA,NA
"978",2005,1903,"Harstad","Troms",1520.39,445.14,1075.25,0.277450860184402,NA,NA,0.277450860184402
"979",2006,1903,"Harstad","Troms",1520.39,445.14,1075.25,0.195704960489845,NA,NA,0.195704960489845
"980",2007,1903,"Harstad","Troms",1520.39,445.14,1075.25,0.232678203620543,NA,NA,0.232678203620543
"981",2008,1903,"Harstad","Troms",1520.39,445.14,1075.25,0.246265358923146,NA,NA,0.246265358923146
"982",2009,1903,"Harstad","Troms",1520.39,445.14,1075.25,0.305664706031947,0.66,NA,0.44915332124018
"983",2010,1903,"Harstad","Troms",1520.39,445.14,1075.25,0.257763721268372,0.83,NA,0.462540688645603
"984",2011,1903,"Harstad","Troms",1520.39,445.14,1075.25,0.288711440765442,0.33,NA,0.308666122942891
"985",2012,1903,"Harstad","Troms",1520.39,445.14,1075.25,0.312942387624969,0.33,0.887179487179487,0.450813183295096
"986",2013,1903,"Harstad","Troms",1520.39,445.14,1075.25,0.289147516710869,0.888333333333333,0.988562091503268,0.633237257474045
"987",2014,1903,"Harstad","Troms",1520.39,445.14,1075.25,0.272978465154017,0.83,0.980065359477124,0.605555342090403
"988",2015,1903,"Harstad","Troms",1520.39,445.14,1075.25,NA,0.773333333333333,0.988993710691824,0.87454090981212
"989",2016,1903,"Harstad","Troms",1520.39,445.14,1075.25,NA,0.79,0.984546703296703,0.881925107707222
"990",1994,1911,"Kvaefjord","Troms",701.58,512.55,189.03,NA,NA,NA,NA
"991",1995,1911,"Kvaefjord","Troms",701.58,512.55,189.03,NA,NA,NA,NA
"992",1996,1911,"Kvaefjord","Troms",701.58,512.55,189.03,NA,NA,NA,NA
"993",1997,1911,"Kvaefjord","Troms",701.58,512.55,189.03,NA,NA,NA,NA
"994",1998,1911,"Kvaefjord","Troms",701.58,512.55,189.03,NA,NA,NA,NA
"995",1999,1911,"Kvaefjord","Troms",701.58,512.55,189.03,NA,NA,NA,NA
"996",2000,1911,"Kvaefjord","Troms",701.58,512.55,189.03,NA,NA,NA,NA
"997",2001,1911,"Kvaefjord","Troms",701.58,512.55,189.03,NA,NA,NA,NA
"998",2002,1911,"Kvaefjord","Troms",701.58,512.55,189.03,NA,NA,NA,NA
"999",2003,1911,"Kvaefjord","Troms",701.58,512.55,189.03,NA,NA,NA,NA
"1000",2004,1911,"Kvaefjord","Troms",701.58,512.55,189.03,NA,NA,NA,NA
"1001",2005,1911,"Kvaefjord","Troms",701.58,512.55,189.03,0.24392582545246,NA,NA,0.24392582545246
"1002",2006,1911,"Kvaefjord","Troms",701.58,512.55,189.03,0.267756834457816,NA,NA,0.267756834457816
"1003",2007,1911,"Kvaefjord","Troms",701.58,512.55,189.03,0.227546287972926,NA,NA,0.227546287972926
"1004",2008,1911,"Kvaefjord","Troms",701.58,512.55,189.03,0.233017104599043,NA,NA,0.233017104599043
"1005",2009,1911,"Kvaefjord","Troms",701.58,512.55,189.03,0.256876699974944,NA,NA,0.256876699974944
"1006",2010,1911,"Kvaefjord","Troms",701.58,512.55,189.03,0.296741261108815,1,NA,0.544739626894184
"1007",2011,1911,"Kvaefjord","Troms",701.58,512.55,189.03,0.210831908659299,0.66,NA,0.373026888729401
"1008",2012,1911,"Kvaefjord","Troms",701.58,512.55,189.03,0.250330946174171,0.495,0.920454545454546,0.484961611515875
"1009",2013,1911,"Kvaefjord","Troms",701.58,512.55,189.03,0.384388060196151,0.773333333333333,0.970588235294118,0.660780493677648
"1010",2014,1911,"Kvaefjord","Troms",701.58,512.55,189.03,0.291019664422208,1,1,0.662685465139127
"1011",2015,1911,"Kvaefjord","Troms",701.58,512.55,189.03,NA,0.773333333333333,0.89622641509434,0.832515321784704
"1012",2016,1911,"Kvaefjord","Troms",701.58,512.55,189.03,NA,1,1,1
"1013",1994,1913,"Skanland","Troms",580.75,495,85.75,NA,NA,NA,NA
"1014",1995,1913,"Skanland","Troms",580.75,495,85.75,NA,NA,NA,NA
"1015",1996,1913,"Skanland","Troms",580.75,495,85.75,NA,NA,NA,NA
"1016",1997,1913,"Skanland","Troms",580.75,495,85.75,NA,NA,NA,NA
"1017",1998,1913,"Skanland","Troms",580.75,495,85.75,NA,NA,NA,NA
"1018",1999,1913,"Skanland","Troms",580.75,495,85.75,NA,NA,NA,NA
"1019",2000,1913,"Skanland","Troms",580.75,495,85.75,NA,NA,NA,NA
"1020",2001,1913,"Skanland","Troms",580.75,495,85.75,NA,NA,NA,NA
"1021",2002,1913,"Skanland","Troms",580.75,495,85.75,NA,NA,NA,NA
"1022",2003,1913,"Skanland","Troms",580.75,495,85.75,NA,NA,NA,NA
"1023",2004,1913,"Skanland","Troms",580.75,495,85.75,NA,NA,NA,NA
"1024",2005,1913,"Skanland","Troms",580.75,495,85.75,0.40200310722517,NA,NA,0.40200310722517
"1025",2006,1913,"Skanland","Troms",580.75,495,85.75,0.252245877217562,NA,NA,0.252245877217562
"1026",2007,1913,"Skanland","Troms",580.75,495,85.75,0.339376313561558,NA,NA,0.339376313561558
"1027",2008,1913,"Skanland","Troms",580.75,495,85.75,0.226911518072809,NA,NA,0.226911518072809
"1028",2009,1913,"Skanland","Troms",580.75,495,85.75,0.33246311698487,NA,NA,0.33246311698487
"1029",2010,1913,"Skanland","Troms",580.75,495,85.75,0.248990885991162,NA,NA,0.248990885991162
"1030",2011,1913,"Skanland","Troms",580.75,495,85.75,0.452965253003478,NA,NA,0.452965253003478
"1031",2012,1913,"Skanland","Troms",580.75,495,85.75,0.282690865691769,1,1,0.656302298529245
"1032",2013,1913,"Skanland","Troms",580.75,495,85.75,0.264867219550309,0.66,1,0.559144489733226
"1033",2014,1913,"Skanland","Troms",580.75,495,85.75,0.423954387342088,NA,1,0.651117798360702
"1034",2015,1913,"Skanland","Troms",580.75,495,85.75,NA,0.553333333333333,0.968553459119497,0.732074391060172
"1035",2016,1913,"Skanland","Troms",580.75,495,85.75,NA,1,0.977777777777778,0.988826464946088
"1036",1994,1917,"Ibestad","Troms",592.72,241.06,351.66,NA,NA,NA,NA
"1037",1995,1917,"Ibestad","Troms",592.72,241.06,351.66,NA,NA,NA,NA
"1038",1996,1917,"Ibestad","Troms",592.72,241.06,351.66,NA,NA,NA,NA
"1039",1997,1917,"Ibestad","Troms",592.72,241.06,351.66,NA,NA,NA,NA
"1040",1998,1917,"Ibestad","Troms",592.72,241.06,351.66,NA,NA,NA,NA
"1041",1999,1917,"Ibestad","Troms",592.72,241.06,351.66,NA,NA,NA,NA
"1042",2000,1917,"Ibestad","Troms",592.72,241.06,351.66,NA,NA,NA,NA
"1043",2001,1917,"Ibestad","Troms",592.72,241.06,351.66,NA,NA,NA,NA
"1044",2002,1917,"Ibestad","Troms",592.72,241.06,351.66,NA,NA,NA,NA
"1045",2003,1917,"Ibestad","Troms",592.72,241.06,351.66,NA,NA,NA,NA
"1046",2004,1917,"Ibestad","Troms",592.72,241.06,351.66,NA,NA,NA,NA
"1047",2005,1917,"Ibestad","Troms",592.72,241.06,351.66,0.295403867858624,NA,NA,0.295403867858624
"1048",2006,1917,"Ibestad","Troms",592.72,241.06,351.66,0.344578539770794,NA,NA,0.344578539770794
"1049",2007,1917,"Ibestad","Troms",592.72,241.06,351.66,0.356396039851083,1,NA,0.596989145505245
"1050",2008,1917,"Ibestad","Troms",592.72,241.06,351.66,0.286191633757747,NA,NA,0.286191633757747
"1051",2009,1917,"Ibestad","Troms",592.72,241.06,351.66,0.251233402743489,NA,NA,0.251233402743489
"1052",2010,1917,"Ibestad","Troms",592.72,241.06,351.66,0.349806566765515,NA,NA,0.349806566765515
"1053",2011,1917,"Ibestad","Troms",592.72,241.06,351.66,0.295854116786813,0.773333333333333,NA,0.478324001399821
"1054",2012,1917,"Ibestad","Troms",592.72,241.06,351.66,0.323744455107384,0.745,0.953252032520325,0.612616632704852
"1055",2013,1917,"Ibestad","Troms",592.72,241.06,351.66,0.295153909975565,0.66,1,0.579692247140755
"1056",2014,1917,"Ibestad","Troms",592.72,241.06,351.66,0.2793640212968,0.83,0.996153846153846,0.613561820443627
"1057",2015,1917,"Ibestad","Troms",592.72,241.06,351.66,NA,0.886666666666667,0.995192307692308,0.939363532480289
"1058",2016,1917,"Ibestad","Troms",592.72,241.06,351.66,NA,0.83,0.951923076923077,0.888873530850229
"1059",1994,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,NA,NA,NA
"1060",1995,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,NA,NA,NA
"1061",1996,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,NA,NA,NA
"1062",1997,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,NA,NA,NA
"1063",1998,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,NA,NA,NA
"1064",1999,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,NA,NA,NA
"1065",2000,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,NA,NA,NA
"1066",2001,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,NA,NA,NA
"1067",2002,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,NA,NA,NA
"1068",2003,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,NA,NA,NA
"1069",2004,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,NA,NA,NA
"1070",2005,1919,"Gratangen","Troms",374.67,312.74,61.93,0.209153872376408,1,NA,0.45733343675748
"1071",2006,1919,"Gratangen","Troms",374.67,312.74,61.93,0.087191141786947,NA,NA,0.087191141786947
"1072",2007,1919,"Gratangen","Troms",374.67,312.74,61.93,0.134967184229646,NA,NA,0.134967184229646
"1073",2008,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,1,NA,1
"1074",2009,1919,"Gratangen","Troms",374.67,312.74,61.93,0.362205302203156,NA,NA,0.362205302203156
"1075",2010,1919,"Gratangen","Troms",374.67,312.74,61.93,0.249813394233452,NA,NA,0.249813394233452
"1076",2011,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,NA,NA,NA
"1077",2012,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,NA,NA,NA
"1078",2013,1919,"Gratangen","Troms",374.67,312.74,61.93,1.53995312722754,1,1,1.15478863400513
"1079",2014,1919,"Gratangen","Troms",374.67,312.74,61.93,0.424614724340559,1,1,0.75162003846419
"1080",2015,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,0.66,1,0.812403840463596
"1081",2016,1919,"Gratangen","Troms",374.67,312.74,61.93,NA,0.886666666666667,1,0.941629792788369
"1082",1994,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,NA,NA,NA
"1083",1995,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,NA,NA,NA
"1084",1996,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,NA,NA,NA
"1085",1997,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,NA,NA,NA
"1086",1998,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,NA,NA,NA
"1087",1999,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,NA,NA,NA
"1088",2000,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,NA,NA,NA
"1089",2001,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,NA,NA,NA
"1090",2002,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,NA,NA,NA
"1091",2003,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,NA,NA,NA
"1092",2004,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,NA,NA,NA
"1093",2005,1920,"Lavangen","Troms",324.56,301.63,22.93,0.323421745401733,NA,NA,0.323421745401733
"1094",2006,1920,"Lavangen","Troms",324.56,301.63,22.93,0.260728973318827,NA,NA,0.260728973318827
"1095",2007,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,NA,NA,NA
"1096",2008,1920,"Lavangen","Troms",324.56,301.63,22.93,0.352644706391621,NA,NA,0.352644706391621
"1097",2009,1920,"Lavangen","Troms",324.56,301.63,22.93,0.2896960422436,0.773333333333333,NA,0.47331977140377
"1098",2010,1920,"Lavangen","Troms",324.56,301.63,22.93,0.500329443012443,1,NA,0.707339694215193
"1099",2011,1920,"Lavangen","Troms",324.56,301.63,22.93,0.183193071340042,NA,NA,0.183193071340042
"1100",2012,1920,"Lavangen","Troms",324.56,301.63,22.93,0.396806985502212,0.66,1,0.639795353214389
"1101",2013,1920,"Lavangen","Troms",324.56,301.63,22.93,0.134804410028747,0.66,0.97,0.441916200851446
"1102",2014,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,0.83,1,0.91104335791443
"1103",2015,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,NA,1,1
"1104",2016,1920,"Lavangen","Troms",324.56,301.63,22.93,NA,0.66,0.95,0.791833315793166
"1105",1994,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,NA,NA
"1106",1995,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,NA,NA
"1107",1996,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,NA,NA
"1108",1997,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,NA,NA
"1109",1998,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,NA,NA
"1110",1999,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,NA,NA
"1111",2000,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,NA,NA
"1112",2001,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,NA,NA
"1113",2002,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,NA,NA
"1114",2003,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,NA,NA
"1115",2004,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,NA,NA
"1116",2005,1923,"Salangen","Troms",521.56,457.96,63.61,0.466667144581896,NA,NA,0.466667144581896
"1117",2006,1923,"Salangen","Troms",521.56,457.96,63.61,0.140720918023697,NA,NA,0.140720918023697
"1118",2007,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,NA,NA
"1119",2008,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,NA,NA
"1120",2009,1923,"Salangen","Troms",521.56,457.96,63.61,0.367104097103392,NA,NA,0.367104097103392
"1121",2010,1923,"Salangen","Troms",521.56,457.96,63.61,0.127209625310651,1,NA,0.356664583762743
"1122",2011,1923,"Salangen","Troms",521.56,457.96,63.61,94.2910491170544,NA,NA,94.2910491170544
"1123",2012,1923,"Salangen","Troms",521.56,457.96,63.61,0.660653129446638,NA,1,0.8128057144525
"1124",2013,1923,"Salangen","Troms",521.56,457.96,63.61,1.34097890525763,0.66,1,0.960112138763141
"1125",2014,1923,"Salangen","Troms",521.56,457.96,63.61,1.04720140772861,NA,1,1.02332859225598
"1126",2015,1923,"Salangen","Troms",521.56,457.96,63.61,NA,0.66,1,0.812403840463596
"1127",2016,1923,"Salangen","Troms",521.56,457.96,63.61,NA,NA,1,1
"1128",1994,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1129",1995,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1130",1996,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1131",1997,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1132",1998,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1133",1999,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1134",2000,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1135",2001,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1136",2002,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1137",2003,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1138",2004,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1139",2005,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1140",2006,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1141",2007,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1142",2008,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
"1143",2009,1924,"Malselv","Troms",3356.41,3322.09,34.32,NA,NA,NA,NA
