"municip_name","municip_number","water_entity_id","vannregion","vannomrade","vassdragomrade","area","score","reliability_ecological_score","reliability_chemical_score","water_entity_class","reliability_eco_score_num","reliability_chem_score_num","area_km2","total_area_km2","area_prop"
"Kvænangen",1943,"kvaenangen_ytre_0403040104_4_c","Troms","Nordreisa - Kvænangen",210,198367887.340864,50,"low","low","unmodified","0","0",198.367887340864,572.91376448528,0.346243884573244
"Skjervøy",1941,"kvaenangen_ytre_0403040104_4_c","Troms","Nordreisa - Kvænangen",210,163207365.285941,50,"low","low","unmodified","0","0",163.207365285941,1073.74350909963,0.151998465092279
"Kvænangen",1943,"isfjorden_0403040800_1_c","Troms","Nordreisa - Kvænangen",210,5472895.18316631,100,"low","low","unmodified","0","0",5.47289518316631,572.91376448528,0.0095527381648498
"Kvænangen",1943,"burfjorden_0403040700_c","Troms","Nordreisa - Kvænangen",210,27828698.6711794,75,"low","low","unmodified","0","0",27.8286986711794,572.91376448528,0.0485739746472689
"Kvænangen",1943,"olderfjorden_0403040900_c","Troms","Nordreisa - Kvænangen",210,5576294.61217004,100,"low","low","unmodified","0","0",5.57629461217004,572.91376448528,0.00973321808244548
"Loppa",2014,"stjernsundet_deponi_0420030200_5_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,6349.53623435751,75,"low","low","unmodified","0","0",0.00634953623435751,1562.71664602235,0.00000406313982161722
"Alta",2012,"stjernsundet_0420030200_7_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,86183949.6334692,75,"low","low","unmodified","0","0",86.1839496334692,708.863337544625,0.121580486771957
"Loppa",2014,"stjernsundet_0420030200_7_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,19181605.4020097,75,"low","low","unmodified","0","0",19.1816054020097,1562.71664602235,0.0122745255519185
"Loppa",2014,"bukt_nord_for_bjorndalen_0420000030_4_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,5699.74110205309,75,"low","low","unmodified","0","0",0.00569974110205309,1562.71664602235,0.00000364732859060591
"Hasvik",2015,"lopphavet_0420000030_3_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,431063513.479942,75,"low","moderate","unmodified","0","50",431.063513479942,1199.23643515665,0.359448312978945
"Loppa",2014,"lopphavet_0420000030_3_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,1158721189.96305,75,"low","moderate","unmodified","0","50",1158.72118996305,1562.71664602235,0.741478752985957
"Kvænangen",1943,"lopphavet_0420000030_3_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,1971228.74025956,75,"low","moderate","unmodified","0","50",1.97122874025956,572.91376448528,0.00344070759415348
"Skjervøy",1941,"lopphavet_0420000030_3_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,5901075.24020386,75,"low","moderate","unmodified","0","50",5.90107524020386,1073.74350909963,0.00549579596076173
"Loppa",2014,"mevaer_havn_loppa_oy_0420000030_2_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,119963.861396,75,"low","low","unmodified","0","0",0.119963861396,1562.71664602235,0.0000767662273908383
"Loppa",2014,"sandland_havn_0420010200_1_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,56826.8722831719,75,"low","low","unmodified","0","0",0.0568268722831719,1562.71664602235,0.0000363641562453537
"Loppa",2014,"sandlandsfjorden_0420010200_2_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,34677721.7126127,75,"moderate","low","unmodified","50","0",34.6777217126127,1562.71664602235,0.022190665083705
"Alta",2012,"langfjorden_indre_0420030401_4_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,18597113.5183244,75,"low","low","unmodified","0","0",18.5971135183244,708.863337544625,0.0262351182990243
"Alta",2012,"langfjordbotn_0420030401_2_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,2562601.83834755,75,"low","low","unmodified","0","0",2.56260183834755,708.863337544625,0.00361508587427295
"Alta",2012,"tappeluft_0420030401_3_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,954971.268734377,75,"low","low","unmodified","0","0",0.954971268734377,708.863337544625,0.00134718671167594
"Loppa",2014,"trollvika_0420020100_2_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,146725.248076953,75,"low","low","unmodified","0","0",0.146725248076953,1562.71664602235,0.0000938911404382996
"Loppa",2014,"oksfjordbotn_0420030102_1_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,6347163.89337845,75,"low","low","unmodified","0","0",6.34716389337845,1562.71664602235,0.00406162173387873
"Loppa",2014,"oksfjorden_indre_0420030102_2_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,6127433.59622304,75,"high","low","unmodified","100","0",6.12743359622304,1562.71664602235,0.00392101383946953
"Loppa",2014,"oksfjorden_midtre_0420030101_2_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,12124700.4810005,75,"high","low","unmodified","100","0",12.1247004810005,1562.71664602235,0.00775873253277363
"Loppa",2014,"nuvsfjorden_0420020300_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,6672917.94202098,75,"low","low","unmodified","0","0",6.67291794202098,1562.71664602235,0.004270075422186
"Alta",2012,"langfjorden_ytre_0420030402_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,27690643.5574966,75,"moderate","low","unmodified","50","0",27.6906435574966,708.863337544625,0.0390634443776032
"Loppa",2014,"ullsfjorden_0420020200_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,3147746.8041286,75,"low","low","unmodified","0","0",3.1477468041286,1562.71664602235,0.00201427866794706
"Loppa",2014,"frakkfjorden_0420010100_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,18255977.6957139,75,"low","low","unmodified","0","0",18.2559776957139,1562.71664602235,0.0116822059470484
"Loppa",2014,"langfjorden_0420010300_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,19503308.9777461,75,"low","low","unmodified","0","0",19.5033089777461,1562.71664602235,0.0124803872969477
"Loppa",2014,"bergsfjorden_0420010400_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,41048456.1239113,75,"low","low","unmodified","0","0",41.0484561239113,1562.71664602235,0.026267369857737
"Loppa",2014,"vassdalsbotn_0420030101_3_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,495991.191225236,75,"low","low","unmodified","0","0",0.495991191225236,1562.71664602235,0.000317390355115051
"Loppa",2014,"oksfjorden_ytre_0420030101_4_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",211,31849466.9564954,75,"low","low","unmodified","0","0",31.8494669564954,1562.71664602235,0.0203808329792629
"Alta",2012,"bukta_og_utlopet_til_altaelva_0420030600_5_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",212,5800867.17926367,75,"moderate","moderate","unmodified","50","50",5.80086717926367,708.863337544625,0.00818333643739685
"Alta",2012,"kafjord_indre_0420030501_1_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",212,1700958.88345644,50,"moderate","low","unmodified","50","0",1.70095888345644,708.863337544625,0.0023995582693672
"Alta",2012,"russeluft_0420030600_3_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",212,9983985.28231629,75,"low","low","unmodified","0","0",9.98398528231629,708.863337544625,0.014084499442303
"Alta",2012,"talvikbukta_0420030300_5_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",212,333033.787808935,75,"moderate","low","unmodified","50","0",0.333033787808935,708.863337544625,0.00046981381342489
"Alta",2012,"altafjorden_indre_0420030300_6_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",212,202119500.946613,0,"moderate","low","unmodified","50","0",202.119500946613,708.863337544625,0.285131830412783
"Alta",2012,"kafjordbotn_0420030501_2_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",212,331536.837455158,59.375,"low","low","unmodified","0","0",0.331536837455158,708.863337544625,0.000467702051856063
"Alta",2012,"hjemmeluft_bossekop_og_tollevika_0420030300_4_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",212,5992213.93232139,75,"moderate","low","unmodified","50","0",5.99221393232139,708.863337544625,0.00845327105373702
"Alta",2012,"rafsbotn_0420030600_2_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",212,23002060.5654282,75,"moderate","low","unmodified","50","0",23.0020605654282,708.863337544625,0.032449217426173
"Alta",2012,"kafjorden_0420030502_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",212,7057457.53241811,50,"moderate","low","unmodified","50","0",7.05745753241811,708.863337544625,0.00995601995282176
"Kvalsund",2017,"kvalsundet_0420031500_4_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",213,57309040.01861,75,"moderate","low","unmodified","50","0",57.30904001861,299.849167444814,0.191126226919264
"Kvalsund",2017,"kvalsundet_beritsfjord_deponi_0420031500_2_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",213,470599.490633325,75,"low","low","unmodified","0","0",0.470599490633325,299.849167444814,0.00156945405132711
"Kvalsund",2017,"repparfjorden_ytre_0421010500_1_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",213,30614631.9273042,75,"moderate","low","unmodified","50","0",30.6146319273042,299.849167444814,0.102100106490836
"Kvalsund",2017,"repparfjorden_indre_0421010500_2_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",213,5860621.26244968,75,"moderate","moderate","unmodified","50","50",5.86062126244968,299.849167444814,0.0195452310653098
"Alta",2012,"skillefjorden_0420030800_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",213,3367011.52207393,75,"low","low","unmodified","0","0",3.36701152207393,708.863337544625,0.0047498739795694
"Alta",2012,"altafjorden_ytre_0420030300_2_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",213,93837142.494817,75,"low","low","unmodified","0","0",93.837142494817,708.863337544625,0.132376916007325
"Alta",2012,"store_lerresfjorden_0420031300_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",213,12486255.6948893,75,"low","low","unmodified","0","0",12.4862556948893,708.863337544625,0.0176144752218946
"Alta",2012,"korsfjorden_0420030900_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",213,16512745.0637062,75,"high","moderate","unmodified","100","50",16.5127450637062,708.863337544625,0.0232946806374602
"Alta",2012,"leirbotnen_0420030700_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",213,22753194.7950873,75,"moderate","low","unmodified","50","0",22.7531947950873,708.863337544625,0.0320981402055582
"Alta",2012,"lillebukta_ytre_simavik_0420030200_1_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",214,731438.456836513,50,"low","low","unmodified","0","0",0.731438456836513,708.863337544625,0.00103184692746289
"Hasvik",2015,"lille_kjerringfjorden_0420020700_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",214,1715335.65715922,75,"low","low","unmodified","0","0",1.71533565715922,1199.23643515665,0.00143035652259444
"Hasvik",2015,"smalfjorden_0420020600_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",214,1584703.37593401,75,"low","low","unmodified","0","0",1.58470337593401,1199.23643515665,0.0013214269759299
"Hasvik",2015,"sorfjorden_0420020400_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",214,3273305.71337821,75,"low","low","unmodified","0","0",3.27330571337821,1199.23643515665,0.00272949154763684
"Alta",2012,"innerpollen_0420031100_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",214,726293.030339991,75,"low","low","unmodified","0","0",0.726293030339991,708.863337544625,0.00102458822719728
"Hasvik",2015,"nordfjorden_0420020500_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",214,2285418.12742199,75,"low","low","unmodified","0","0",2.28541812742199,1199.23643515665,0.00190572772843035
"Alta",2012,"store_kjerringfjorden_0420020800_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",214,5514454.78528113,75,"low","low","unmodified","0","0",5.51445478528113,708.863337544625,0.00777929185106711
"Alta",2012,"rognsundet_0420031000_c","Finnmark","Alta, Kautokeino, Loppa og Stjernøya",214,69179928.249525,75,"moderate","low","unmodified","50","0",69.179928249525,708.863337544625,0.0975927581318451
"Kvalsund",2017,"straumen_0420031600_6_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",215,34619376.920804,75,"low","low","unmodified","0","0",34.619376920804,299.849167444814,0.115455971466639
"Hammerfest",2004,"straumen_0420031600_6_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",215,42249469.8615405,75,"low","low","unmodified","0","0",42.2494698615405,1553.39923511984,0.0271980756178761
"Hammerfest",2004,"vinnasundet_0420021202_1_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",215,12891280.06066,75,"low","low","unmodified","0","0",12.89128006066,1553.39923511984,0.00829875525184319
"Hammerfest",2004,"honsebyfjorden_njiŋŋevuotna_0420021202_2_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",215,4405868.56138964,75,"low","low","unmodified","0","0",4.40586856138964,1553.39923511984,0.00283627573760826
"Hammerfest",2004,"skreifjorden_0420021000_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",215,9090666.5046091,75,"low","low","unmodified","0","0",9.0906665046091,1553.39923511984,0.0058521121287328
"Hammerfest",2004,"jofjorden_0420021100_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",215,14430045.4034807,75,"moderate","low","unmodified","50","0",14.4300454034807,1553.39923511984,0.00928933469081271
"Alta",2012,"store_kufjorden_0420031200_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",215,9218624.85017349,75,"moderate","low","unmodified","50","0",9.21862485017349,708.863337544625,0.0130047984737159
"Hammerfest",2004,"bardfjorden_0420020900_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",215,6264748.6925793,75,"low","low","unmodified","0","0",6.2647486925793,1553.39923511984,0.0040329289154671
"Hammerfest",2004,"eidvagen_0420021201_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",215,1875184.43373905,75,"low","low","unmodified","0","0",1.87518443373905,1553.39923511984,0.00120714906467324
"Kvalsund",2017,"vargsundet_0420031400_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",215,21953573.0701582,75,"low","low","unmodified","0","0",21.9535730701582,299.849167444814,0.0732153877805868
"Alta",2012,"vargsundet_0420031400_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",215,61680473.1741965,75,"low","low","unmodified","0","0",61.6804731741965,708.863337544625,0.087013208198701
"Alta",2012,"soroysundet_0420020100_10_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,20544880.6642449,75,"low","low","unmodified","0","0",20.5448806642449,708.863337544625,0.0289828512438077
"Hasvik",2015,"soroysundet_0420020100_10_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,347205022.381348,75,"low","low","unmodified","0","0",347.205022381348,1199.23643515665,0.289521742504425
"Hammerfest",2004,"soroysundet_0420020100_10_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,427094015.188911,75,"low","low","unmodified","0","0",427.094015188911,1553.39923511984,0.274941563979823
"Loppa",2014,"soroysundet_0420020100_10_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,204227400.023742,75,"low","low","unmodified","0","0",204.227400023742,1562.71664602235,0.130687415753567
"Hasvik",2015,"donnesfjorden_0420040602_2_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,13511589.6249428,75,"high","low","unmodified","100","0",13.5115896249428,1199.23643515665,0.0112668271483745
"Hasvik",2015,"galtefjorden_0420040602_1_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,51150625.4079988,75,"moderate","low","unmodified","50","0",51.1506254079988,1199.23643515665,0.0426526612338269
"Hammerfest",2004,"straumen_0420022100_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,622386.224832262,75,"low","low","unmodified","0","0",0.622386224832262,1553.39923511984,0.000400660828691759
"Hasvik",2015,"bolefjorden_0420040500_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,14643034.3795545,75,"low","low","unmodified","0","0",14.6430343795545,1199.23643515665,0.0122102981115994
"Hammerfest",2004,"langstrandfjorden_0420021600_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,8041093.43613602,75,"low","low","unmodified","0","0",8.04109343613602,1553.39923511984,0.00517644997779058
"Hasvik",2015,"ofjorden_0420040400_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,23805013.3710036,75,"low","low","unmodified","0","0",23.8050133710036,1199.23643515665,0.0198501418678912
"Hasvik",2015,"trombak_tarhalsen_0420000031_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,216918001.215887,75,"low","low","unmodified","0","0",216.918001215887,1199.23643515665,0.180880095748218
"Hammerfest",2004,"trombak_tarhalsen_0420000031_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,266499058.735066,75,"low","low","unmodified","0","0",266.499058735066,1553.39923511984,0.171558639086433
"Hasvik",2015,"kobbefjorden_0420022200_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,6707.40598061401,75,"low","low","unmodified","0","0",0.00670740598061401,1199.23643515665,0.00000559306387296167
"Hammerfest",2004,"kobbefjorden_0420022200_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,6427250.97706307,75,"low","low","unmodified","0","0",6.42725097706307,1553.39923511984,0.00413753968184953
"Hammerfest",2004,"sandoyfjorden_0420040702_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,85915477.9723637,75,"low","low","unmodified","0","0",85.9154779723637,1553.39923511984,0.0553080470428681
"Hasvik",2015,"meltefjorden_0420022500_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,4378410.70948764,75,"low","low","unmodified","0","0",4.37841070948764,1199.23643515665,0.0036509987364716
"Hasvik",2015,"oyfjorden_0420022300_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,13806048.2721063,75,"low","low","unmodified","0","0",13.8060482721063,1199.23643515665,0.0115123655914464
"Hasvik",2015,"borrfjorden_0420040601_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,1837645.54155188,75,"low","low","unmodified","0","0",1.83764554155188,1199.23643515665,0.00153234632277649
"Hammerfest",2004,"komagfjordbotn_0420022000_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,920336.096327767,75,"low","low","unmodified","0","0",0.920336096327767,1553.39923511984,0.000592465913153848
"Hammerfest",2004,"skippernesfjorden_0420021500_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,3787391.48578371,75,"low","low","unmodified","0","0",3.78739148578371,1553.39923511984,0.00243813142182442
"Hammerfest",2004,"slettnes_0420021700_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,2828927.74088104,75,"moderate","low","unmodified","50","0",2.82892774088104,1553.39923511984,0.00182112085349571
"Hammerfest",2004,"akkarfjorden_0420021400_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,4367118.07230724,75,"low","low","unmodified","0","0",4.36711807230724,1553.39923511984,0.00281133012916047
"Hasvik",2015,"hasfjorden_0420022600_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,7345866.36669068,75,"low","low","unmodified","0","0",7.34586636669068,1199.23643515665,0.00612545295601457
"Måsøy",2018,"revsbotn_ytre_0421010100_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,278200133.317116,75,"moderate","moderate","unmodified","50","50",278.200133317116,1522.70515559876,0.182701248691657
"Kvalsund",2017,"revsbotn_ytre_0421010100_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,25786910.6952447,75,"moderate","moderate","unmodified","50","50",25.7869106952447,299.849167444814,0.0859996074526058
"Hammerfest",2004,"revsbotn_ytre_0421010100_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,412132233.778122,75,"moderate","moderate","unmodified","50","50",412.132233778122,1553.39923511984,0.265309924493639
"Hammerfest",2004,"finnfjorden_0420040800_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,7986636.24160569,75,"low","low","unmodified","0","0",7.98663624160569,1553.39923511984,0.005141393185371
"Hasvik",2015,"hasvik_0420022700_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,1577757.61371358,75,"low","low","unmodified","0","0",1.57775761371358,1199.23643515665,0.00131563515538742
"Hammerfest",2004,"hamnefjorden_0420021800_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,4175076.21664198,75,"low","low","unmodified","0","0",4.17507621664198,1553.39923511984,0.0026877032782367
"Hammerfest",2004,"husfjorden_0420021900_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,6815309.57236987,75,"low","low","unmodified","0","0",6.81530957236987,1553.39923511984,0.00438735221331821
"Hasvik",2015,"kipparfjorden_0420022400_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,6014952.41278235,75,"low","low","unmodified","0","0",6.01495241278235,1199.23643515665,0.00501565182348437
"Hammerfest",2004,"honsebyvika_0420040701_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,920458.111814496,75,"low","low","unmodified","0","0",0.920458111814496,1553.39923511984,0.000592544460563921
"Hasvik",2015,"markeila_0420040200_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,6855571.72593535,50,"moderate","high","unmodified","50","100",6.85557172593535,1199.23643515665,0.00571661394280423
"Hasvik",2015,"sandfjorden_0420040300_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,27071200.503788,75,"low","low","unmodified","0","0",27.071200503788,1199.23643515665,0.0225736974879785
"Hammerfest",2004,"gamvikfjorden_0420040900_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,21633950.0241568,75,"low","low","unmodified","0","0",21.6339500241568,1553.39923511984,0.0139268447769564
"Hasvik",2015,"breivikfjorden_0420040100_2_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,21159902.6910903,75,"low","low","unmodified","0","0",21.1599026910903,1199.23643515665,0.0176444794960939
"Hasvik",2015,"breivikbotn_0420040100_1_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",216,2026809.178954,75,"moderate","high","unmodified","50","100",2.026809178954,1199.23643515665,0.00169008305579812
"Kvalsund",2017,"grotnes_avfallsdeponi_0420031600_3_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",217,24313.7909603193,78.5714285714286,"low","low","unmodified","0","0",0.0243137909603193,299.849167444814,0.0000810867382674795
"Hammerfest",2004,"rypklubben_0420020100_8_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",217,366125.908884995,75,"low","low","unmodified","0","0",0.366125908884995,1553.39923511984,0.000235693375281435
"Hammerfest",2004,"rypefjorden_0420031600_2_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",217,3197601.49717578,75,"low","low","unmodified","0","0",3.19760149717578,1553.39923511984,0.00205845440430456
"Hammerfest",2004,"kvalfjorden_0421010300_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",217,3242940.47331552,75,"low","low","unmodified","0","0",3.24294047331552,1553.39923511984,0.00208764134808224
"Hammerfest",2004,"hammerfest_havn_0420021300_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",217,2130552.94957389,100,"high","low","unmodified","100","0",2.13055294957389,1553.39923511984,0.00137154242219613
"Kvalsund",2017,"sammelsundet_0421010400_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",217,72586356.1907715,75,"low","low","unmodified","0","0",72.5863561907715,299.849167444814,0.242076230557254
"Hammerfest",2004,"sammelsundet_0421010400_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",217,11021068.225412,75,"low","low","unmodified","0","0",11.021068225412,1553.39923511984,0.00709480729502337
"Hammerfest",2004,"sandbukta_forsolbukta_0421010200_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",217,812725.002830246,75,"low","high","unmodified","0","100",0.812725002830246,1553.39923511984,0.000523191324197829
"Måsøy",2018,"indre_pollen_0421020501_c","Finnmark","Måsøy og Magerøya",218,219575.678020623,75,"low","low","unmodified","0","0",0.219575678020623,1522.70515559876,0.000144201047204232
"Måsøy",2018,"reinoysundet_0421020400_c","Finnmark","Måsøy og Magerøya",218,9528707.59913922,75,"low","low","unmodified","0","0",9.52870759913922,1522.70515559876,0.00625774961364228
"Måsøy",2018,"lillefjorden_0421010700_c","Finnmark","Måsøy og Magerøya",218,4020198.98751717,75,"low","low","unmodified","0","0",4.02019898751717,1522.70515559876,0.00264016902598347
"Måsøy",2018,"revsbotn_indre_0421010600_c","Finnmark","Måsøy og Magerøya",218,42259769.0297657,75,"moderate","low","unmodified","50","0",42.2597690297657,1522.70515559876,0.0277530872437011
"Kvalsund",2017,"revsbotn_indre_0421010600_c","Finnmark","Måsøy og Magerøya",218,50623744.0778785,75,"moderate","low","unmodified","50","0",50.6237440778785,299.849167444814,0.16883069747791
"Måsøy",2018,"ytre_pollen_0421020502_c","Finnmark","Måsøy og Magerøya",218,291000.63070491,75,"low","low","unmodified","0","0",0.29100063070491,1522.70515559876,0.000191107667584197
"Måsøy",2018,"langfjorden_0421020300_c","Finnmark","Måsøy og Magerøya",219,13961583.5271886,75,"low","low","unmodified","0","0",13.9615835271886,1522.70515559876,0.0091689342981824
"Måsøy",2018,"tarhalsen_furuholmen_fyr_0421000030_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",219,128496148.340985,75,"low","low","unmodified","0","0",128.496148340985,1522.70515559876,0.0843867559445269
"Hammerfest",2004,"tarhalsen_furuholmen_fyr_0421000030_c","Finnmark","Sørøya/Seiland/Kvaløya med innland",219,181254237.670271,75,"low","low","unmodified","0","0",181.254237670271,1553.39923511984,0.116682327100726
"Måsøy",2018,"trollsundet_0421020200_c","Finnmark","Måsøy og Magerøya",219,5254065.01831424,75,"low","low","unmodified","0","0",5.25406501831424,1522.70515559876,0.00345048087543136
"Måsøy",2018,"mafjorden_0421011000_c","Finnmark","Måsøy og Magerøya",219,4682194.90092777,75,"low","low","unmodified","0","0",4.68219490092777,1522.70515559876,0.00307491892551362
"Måsøy",2018,"valfjorden_0421010800_c","Finnmark","Måsøy og Magerøya",219,3128425.07140385,75,"low","low","unmodified","0","0",3.12842507140385,1522.70515559876,0.00205451794781222
"Måsøy",2018,"fruholmen_fyr_hjelmsoya_0421000031_c","Finnmark","Måsøy og Magerøya",219,135301343.683306,75,"low","low","unmodified","0","0",135.301343683306,1522.70515559876,0.0888559043658738
"Måsøy",2018,"tufjorden_0421010900_c","Finnmark","Måsøy og Magerøya",219,1012619.26368328,75,"low","low","unmodified","0","0",1.01261926368328,1522.70515559876,0.000665013354660311
"Måsøy",2018,"russehamn_0421021100_c","Finnmark","Måsøy og Magerøya",219,2758243.81532754,75,"low","low","unmodified","0","0",2.75824381532754,1522.70515559876,0.00181141030828319
"Måsøy",2018,"rolvsoysundet_0421020100_c","Finnmark","Måsøy og Magerøya",219,352182113.943873,75,"low","low","unmodified","0","0",352.182113943873,1522.70515559876,0.231287135693311
"Måsøy",2018,"breidsundet_0421030200_3_c","Finnmark","Måsøy og Magerøya",220,28594086.1345443,75,"low","low","unmodified","0","0",28.5940861345443,1522.70515559876,0.0187784785711194
"Måsøy",2018,"breidsundet_0421030200_8_c","Finnmark","Måsøy og Magerøya",220,224337.43270863,75,"low","low","unmodified","0","0",0.22433743270863,1522.70515559876,0.000147328215107025
"Nordkapp",2019,"lafjorden_0421031100_2_c","Finnmark","Måsøy og Magerøya",220,9106147.85789979,75,"moderate","low","unmodified","50","0",9.10614785789979,1710.66219284131,0.00532317128186193
"Nordkapp",2019,"vester_lafjorden_0421031100_1_c","Finnmark","Måsøy og Magerøya",220,7275125.76027819,0,"high","low","unmodified","100","0",7.27512576027819,1710.66219284131,0.00425281261883426
