"Year","low_SSB","SSB","high_SSB","low_F","F","high_F","Fage","fishstock","SpeciesName","StockDescription"
1982,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1983,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1984,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1985,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1986,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1987,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1988,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1989,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1990,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1991,NA,NA,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1992,NA,367295,NA,NA,0.023,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1993,NA,447306,NA,NA,0.027,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1994,NA,503851,NA,NA,0.018,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1995,NA,543258,NA,NA,0.022,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1996,NA,561725,NA,NA,0.026,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1997,NA,566085,NA,NA,0.017,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1998,NA,568614,NA,NA,0.021,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1999,NA,565486,NA,NA,0.035,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2000,NA,560294,NA,NA,0.026,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2001,NA,558722,NA,NA,0.029,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2002,NA,557754,NA,NA,0.024,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2003,NA,559312,NA,NA,0.024,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2004,NA,559751,NA,NA,0.034,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2005,NA,558818,NA,NA,0.034,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2006,NA,568786,NA,NA,0.031,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2007,NA,591555,NA,NA,0.026,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2008,NA,626103,NA,NA,0.022,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2009,NA,667548,NA,NA,0.019,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2010,NA,709186,NA,NA,0.021,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2011,NA,742303,NA,NA,0.022,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2012,NA,766191,NA,NA,0.026,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2013,NA,778597,NA,NA,0.028,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2014,NA,783560,NA,NA,0.029,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2015,NA,780918,NA,NA,0.032,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2016,NA,771502,NA,NA,0.032,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2017,NA,757426,NA,NA,0.035,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2018,NA,738643,NA,NA,0.039,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
2019,NA,715671,NA,NA,NA,NA,NA,"ghl.27.1-2","Reinhardtius hippoglossoides","Greenland halibut (Reinhardtius hippoglossoides) in subareas 1 and 2 (Northeast Arctic)"
1950,174737,210469,253508,0.582,0.732,0.922,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1951,108067,126945,149121,0.555,0.686,0.847,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1952,86200,102125,120993,0.572,0.705,0.869,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1953,95326,119871,150735,0.436,0.544,0.679,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1954,133774,169170,213933,0.386,0.485,0.609,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1955,208456,272359,355853,0.322,0.408,0.518,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1956,248574,332172,443885,0.345,0.436,0.552,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1957,197382,257612,336221,0.323,0.408,0.516,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1958,150030,186839,232678,0.393,0.493,0.62,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1959,106580,129867,158244,0.358,0.45,0.566,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1960,98052,116575,138598,0.452,0.56,0.694,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1961,104701,125149,149591,0.537,0.661,0.813,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1962,102017,123602,149755,0.599,0.739,0.913,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1963,81565,97043,115458,0.579,0.722,0.899,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1964,73054,86600,102658,0.526,0.656,0.818,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1965,82674,100233,121522,0.451,0.564,0.706,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1966,108853,134158,165345,0.431,0.541,0.68,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1967,118029,145559,179510,0.361,0.457,0.578,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1968,131932,160493,195237,0.38,0.482,0.611,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1969,131563,161338,197852,0.32,0.409,0.523,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1970,120579,150069,186771,0.308,0.394,0.504,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1971,98558,122811,153032,0.263,0.338,0.434,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1972,101908,122580,147445,0.493,0.62,0.779,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1973,103501,125530,152247,0.405,0.511,0.645,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1974,131322,165607,208841,0.446,0.561,0.705,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1975,147075,189702,244684,0.408,0.512,0.642,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1976,143112,183385,234992,0.589,0.727,0.898,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1977,91453,116319,147947,0.601,0.745,0.922,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1978,61857,78699,100128,0.49,0.616,0.774,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1979,49323,62078,78131,0.449,0.571,0.725,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1980,50495,62398,77106,0.353,0.454,0.585,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1981,57391,71542,89183,0.314,0.406,0.524,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1982,53725,68072,86251,0.279,0.361,0.467,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1983,46841,58935,74153,0.284,0.366,0.471,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1984,42159,53015,66667,0.233,0.301,0.389,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1985,40553,49865,61317,0.317,0.402,0.51,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1986,44475,54254,66183,0.445,0.556,0.696,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1987,56565,72012,91678,0.524,0.66,0.831,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1988,60462,77166,98484,0.413,0.534,0.69,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1989,63879,83359,108780,0.228,0.301,0.396,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1990,68071,87990,113738,0.175,0.228,0.297,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1991,80956,100726,125325,0.191,0.243,0.309,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1992,96275,116241,140347,0.224,0.281,0.354,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1993,115911,136413,160541,0.233,0.292,0.367,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1994,143769,165211,189851,0.278,0.348,0.437,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1995,181012,208941,241180,0.262,0.328,0.411,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1996,214823,250661,292479,0.316,0.391,0.484,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1997,188549,220527,257929,0.37,0.465,0.584,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1998,137489,160426,187189,0.37,0.46,0.572,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1999,98676,115023,134079,0.376,0.466,0.578,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2000,80046,93447,109092,0.295,0.368,0.46,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2001,80977,93381,107685,0.294,0.365,0.453,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2002,94003,107449,122817,0.275,0.341,0.423,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2003,122955,139684,158691,0.332,0.407,0.5,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2004,141020,159778,181032,0.337,0.417,0.515,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2005,154248,174816,198126,0.355,0.436,0.536,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2006,152288,172205,194728,0.316,0.389,0.479,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2007,158611,179156,202362,0.287,0.355,0.439,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2008,174048,198050,225362,0.231,0.291,0.367,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2009,185777,211140,239966,0.205,0.259,0.328,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2010,269914,311541,359588,0.192,0.241,0.304,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2011,369456,432296,505825,0.184,0.232,0.292,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2012,479604,565427,666606,0.164,0.206,0.26,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2013,511426,604134,713648,0.13,0.164,0.207,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2014,502251,596585,708638,0.133,0.168,0.212,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2015,462004,555089,666931,0.16,0.201,0.252,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2016,433025,526338,639760,0.204,0.255,0.32,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2017,312924,388448,482200,0.306,0.383,0.479,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2018,216450,279971,362133,0.294,0.378,0.487,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
2019,NA,220245,NA,NA,NA,NA,"4-7","had.27.1-2","Melanogrammus aeglefinus","Haddock (Melanogrammus aeglefinus) in subareas 1 and 2 (Northeast Arctic)"
1988,1819000,2122000,2424000,0.023,0.042,0.061,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
1989,2812000,3281000,3750000,0.018,0.033,0.049,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
1990,3054000,3550000,4046000,0.016,0.031,0.045,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
1991,2861000,3324000,3788000,0.017,0.031,0.046,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
1992,2910000,3352000,3794000,0.022,0.038,0.055,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
1993,2925000,3323000,3720000,0.049,0.076,0.103,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
1994,3056000,3452000,3847000,0.091,0.126,0.16,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
1995,3145000,3524000,3904000,0.17,0.216,0.262,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
1996,3726000,4109000,4493000,0.154,0.189,0.224,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
1997,4914000,5373000,5833000,0.161,0.194,0.226,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
1998,5435000,5941000,6448000,0.156,0.19,0.224,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
1999,5288000,5816000,6345000,0.174,0.214,0.253,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2000,4358000,4842000,5326000,0.208,0.257,0.306,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2001,3584000,4018000,4453000,0.16,0.203,0.246,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2002,3148000,3552000,3955000,0.178,0.225,0.273,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2003,3743000,4192000,4640000,0.119,0.151,0.183,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2004,4748000,5292000,5836000,0.101,0.127,0.154,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2005,4853000,5425000,5997000,0.136,0.171,0.206,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2006,4831000,5396000,5961000,0.137,0.175,0.212,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2007,6250000,6952000,7654000,0.122,0.153,0.184,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2008,6303000,7050000,7796000,0.159,0.198,0.238,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2009,6231000,7030000,7829000,0.166,0.205,0.244,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2010,5452000,6231000,7009000,0.169,0.213,0.258,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2011,5077000,5878000,6680000,0.124,0.159,0.194,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2012,4866000,5692000,6518000,0.108,0.141,0.173,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2013,4516000,5322000,6129000,0.091,0.121,0.15,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2014,4346000,5154000,5963000,0.062,0.084,0.105,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2015,4028000,4798000,5569000,0.048,0.067,0.087,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
2016,3808000,4535000,5262000,0.062,0.087,0.111,"5-12+","her.27.1-24a514a","Clupea harengus","Herring (Clupea harengus) in subareas 1, 2, 5 and divisions 4.a and 14.a, Norwegian spring-spawning herring (the Northeast Atlantic and Arctic Ocean)"
